Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,multiple_deliveries,Festival,Time_taken,Travel_Distance,pickup_time,Vehicle_performance_Impact,rush_day
29,4.9,2,4,0,0,30.0,16.8,12.033229224818632,8,0
30,4.8,2,4,1,1,44.0,25.7,10.0,4,6
23,4.6,5,3,1,0,29.0,2.2,5.0,6,6
35,4.6,4,2,0,0,34.0,6.6,13.637659788127785,4,4
39,4.9,1,4,1,0,19.0,8.95,10.0,6,4
26,4.7,3,4,1,0,29.0,11.3,11.632121583991346,6,4
31,4.5,3,2,1,0,26.0,11.3,10.0,12,2
26,4.8,2,1,1,0,18.0,3.0,10.0,4,5
27,5.0,5,1,1,0,19.0,6.3,10.0,6,3
31,4.1,5,3,0,0,39.0,7.8,15.0,4,1
35,4.6,3,1,0,0,23.0,4.2,10.0,8,4
35,5.0,2,1,1,0,29.0,6.9,15.0,8,4
39,4.7,1,2,0,0,29.0,9.6,10.0,4,6
22,4.7,4,2,0,0,35.0,18.3,10.0,6,4
21,4.4,5,4,1,0,27.0,8.5,10.82990630233677,9,3
21,4.1,3,4,1,0,34.0,9.2,13.637659788127785,4,4
37,4.7,4,2,1,0,37.0,19.6,10.0,9,1
27,4.6,5,3,1,0,17.0,4.1,5.0,4,1
26,4.7,3,2,1,0,25.0,25.5,10.0,4,2
28,4.8,5,2,0,0,29.0,13.6,5.0,6,1
30,4.1,1,4,0,0,34.0,21.5,13.637659788127785,4,4
34,4.6,6,2,1,0,32.0,11.1,15.0,4,4
36,4.8,5,4,0,0,33.0,14.6,15.0,4,7
36,4.8,4,1,1,0,20.0,28.65,8.022152816545756,8,1
37,4.9,1,4,1,0,18.0,42.7,5.0,6,1
29,4.0,6,2,1,0,31.0,14.3,10.0,4,0
37,4.6,3,1,1,0,25.0,6.7,15.0,9,0
33,5.0,6,2,1,0,27.0,15.1,10.82990630233677,6,0
27,4.8,4,3,1,0,25.0,3.8,15.0,4,1
20,4.9,4,4,1,0,30.0,11.0,12.033229224818632,9,1
36,4.9,4,1,0,0,15.0,3.3,10.0,6,1
33,5.0,2,4,1,0,26.0,10.2,5.0,9,7
24,4.1,3,2,1,0,39.0,18.2,5.0,4,6
22,4.8,1,2,1,0,16.0,9.7,5.0,6,6
23,4.6,1,2,0,0,11.0,8.9,10.0,8,1
32,4.7,5,4,2,1,42.0,25.8,15.0,4,4
21,4.0,4,4,1,0,37.0,26.2,10.0,9,7
39,4.9,6,2,1,0,25.0,13.9,15.0,8,4
38,4.6,5,4,0,0,33.0,12.1,13.236552147300497,4,1
38,4.3,2,4,1,0,39.0,10.3,15.643197992264223,6,1
25,4.6,5,2,0,0,28.0,15.8,15.0,9,2
26,4.8,5,4,1,0,19.0,23.0,15.0,6,5
23,4.6,6,4,1,0,27.0,14.7,10.82990630233677,4,2
35,4.6,2,2,0,0,29.0,7.8,5.0,4,5
36,4.7,3,2,1,0,25.0,20.1,15.0,6,0
28,4.0,2,4,0,0,36.0,25.7,5.0,9,5
37,4.8,5,1,1,0,20.0,11.5,10.0,12,3
38,4.1,5,2,0,0,36.0,15.3,5.0,8,6
36,4.7,2,1,1,0,19.0,6.0,10.0,6,5
38,4.8,5,4,0,0,25.0,20.5,5.0,12,2
38,4.7,4,1,1,0,18.0,3.2,5.0,8,2
34,5.0,3,3,1,0,30.0,3.5,15.0,8,1
28,4.8,5,2,1,0,25.0,6.7,15.0,9,6
21,5.0,5,2,1,0,18.0,14.2,15.0,8,5
29,4.6,4,1,1,0,17.0,2.6,15.0,9,4
30,4.2,6,2,1,0,32.0,9.3,10.0,6,3
31,4.8,4,1,1,0,28.0,13.8,10.0,4,3
37,4.4,1,4,0,0,36.0,19.1,5.0,4,4
35,4.5,4,3,1,0,29.0,4.1,15.0,4,3
34,4.5,4,4,2,0,43.0,16.7,15.0,4,5
39,4.7,5,2,0,0,34.0,11.1,10.0,8,2
38,4.5,2,1,1,0,24.0,2.4,10.0,4,3
31,4.6,2,2,1,0,39.0,14.4,15.643197992264223,9,6
25,4.7,1,4,0,0,19.0,13.6,7.621045175718468,4,4
32,4.9,2,1,1,0,17.0,10.8,6.818829894063892,6,5
25,4.7,6,1,0,0,19.0,15.8,10.0,9,4
39,5.0,2,4,1,1,47.0,21.1,15.0,9,4
33,4.9,6,2,0,0,31.0,10.2,5.0,6,6
33,4.9,5,2,1,0,20.0,22.7,15.0,8,2
27,4.9,4,2,0,0,14.0,16.0,5.615506971582029,9,1
32,4.6,2,4,2,0,46.0,16.5,15.0,8,4
27,4.9,2,3,1,0,34.0,4.8,13.637659788127785,8,5
33,5.0,6,2,0,0,29.0,7.7,11.632121583991346,9,0
39,4.8,6,1,0,0,21.0,3.5,10.0,6,0
24,4.8,6,4,1,0,32.0,26.9,15.0,4,1
35,4.6,2,2,2,1,48.0,14.8,10.0,4,7
34,5.0,2,4,1,0,33.0,12.5,10.0,6,2
33,4.7,1,1,1,0,18.0,16.1,10.0,6,3
27,4.8,1,4,1,0,16.0,25.9,10.0,6,5
38,4.6,6,3,1,1,45.0,3.6,18.04984383722795,4,7
26,4.9,6,2,0,0,27.0,3.35,10.0,6,3
32,4.7,2,1,1,0,15.0,3.1,5.0,6,2
39,4.2,2,2,0,0,43.0,16.2,15.0,6,3
30,4.2,1,2,1,0,39.0,14.2,10.0,4,4
36,4.9,1,2,1,0,38.0,24.6,10.0,4,2
39,5.0,1,2,0,0,21.0,17.8,15.0,12,0
25,4.8,1,1,1,0,23.0,5.1,10.0,12,4
34,4.2,6,1,0,0,33.0,21.8,15.0,4,3
39,4.6,4,2,1,0,30.0,22.6,10.0,8,7
21,4.7,4,4,0,0,21.0,6.5,8.423260457373043,6,6
37,4.0,6,3,1,0,33.0,10.8,10.0,9,1
23,4.6,5,1,0,0,11.0,15.1,4.412184049100166,12,4
31,4.9,1,1,1,0,23.0,21.0,9.22547573902762,6,0
23,4.7,5,2,1,0,24.0,22.1,15.0,4,3
27,4.8,6,1,0,0,18.0,26.2,7.21993753489118,4,2
26,4.7,6,1,0,0,14.0,20.0,5.615506971582029,6,5
37,4.8,1,1,1,0,27.0,31.1,10.82990630233677,4,1
20,4.7,6,2,0,0,23.0,27.7,5.0,4,3
30,5.0,5,4,1,0,25.0,16.2,10.0,12,6
38,4.9,1,2,0,0,22.0,6.8,10.0,6,3
37,4.6,2,3,1,1,38.0,7.8,15.242090351436936,9,3
26,4.8,2,2,1,0,15.0,7.4,6.016614612409317,6,6
22,4.1,1,4,1,0,43.0,7.5,5.0,4,1
23,4.5,3,2,1,0,18.0,15.6,7.21993753489118,8,2
22,4.5,4,1,1,0,21.0,1.8,8.423260457373043,4,5
21,4.8,1,2,1,0,12.0,17.5,5.0,8,2
22,4.7,1,1,1,0,16.0,3.0,6.4177222532366045,12,0
23,4.6,4,3,0,0,20.0,4.2,15.0,9,7
35,4.7,4,2,0,0,15.0,8.8,6.016614612409317,6,3
24,4.7,6,4,1,0,26.0,23.4,10.0,6,5
20,4.9,2,1,0,0,19.0,12.3,10.0,8,4
20,4.6,5,4,0,0,16.0,8.5,6.4177222532366045,9,6
39,4.6,2,1,1,0,19.0,2.3,10.0,9,6
27,4.7,1,4,1,0,15.0,26.4,10.0,6,0
22,4.9,6,1,1,0,11.0,3.2,4.412184049100166,8,1
28,4.6,6,3,1,0,24.0,9.1,10.0,6,4
28,4.8,2,4,1,0,23.0,6.4,10.0,6,4
21,4.6,4,1,0,0,27.0,17.0,10.82990630233677,6,7
28,5.0,4,1,1,0,21.0,16.3,10.0,4,4
29,4.3,4,4,0,0,35.0,31.6,10.0,6,5
38,4.8,5,2,1,0,27.0,7.6,15.0,8,2
22,4.6,1,2,0,0,13.0,7.3,10.0,8,6
25,4.7,3,4,1,0,18.0,7.0,10.0,9,1
38,4.7,4,1,0,0,30.0,20.9,10.0,9,1
37,4.9,1,4,0,0,22.0,17.8,15.0,8,4
33,4.5,6,2,1,0,24.0,26.8,15.0,6,4
38,4.7,3,1,1,0,27.0,8.3,10.0,8,6
28,4.8,5,1,1,0,14.0,2.5,10.0,12,0
34,4.5,5,1,1,0,20.0,2.5,5.0,8,4
29,5.0,4,1,1,0,21.0,4.1,5.0,4,3
38,4.6,6,2,0,0,29.0,18.0,15.0,8,3
27,4.6,4,1,1,0,13.0,4.7,5.214399330754741,9,0
30,4.7,5,2,1,0,32.0,11.8,12.835444506473207,9,3
39,4.7,2,1,1,0,21.0,6.7,8.423260457373043,4,5
27,4.6,5,4,1,0,31.0,17.8,10.0,4,2
25,4.6,2,4,1,0,31.0,15.3,10.0,6,5
37,4.9,1,1,1,0,18.0,17.8,5.0,9,6
21,4.3,2,2,0,0,38.0,14.2,10.0,6,2
30,4.8,3,2,1,0,25.0,14.1,5.0,6,4
27,4.6,3,2,1,0,21.0,9.2,10.0,9,5
33,4.8,4,2,1,0,30.0,25.9,15.0,6,2
25,4.7,2,1,0,0,24.0,22.2,10.0,4,2
23,4.6,4,3,1,0,23.0,11.1,10.0,8,2
37,4.8,1,1,1,0,18.0,9.9,15.0,6,6
35,4.3,5,4,1,0,34.0,6.5,13.637659788127785,4,5
28,4.9,3,1,0,0,17.0,52.4,5.0,6,0
21,4.7,6,3,0,0,18.0,3.1,15.0,9,3
23,5.0,5,4,1,0,24.0,10.1,10.0,4,4
21,4.8,3,4,0,0,16.0,15.0,10.0,4,2
32,4.6,6,2,0,0,28.0,13.3,15.0,6,3
38,4.7,3,2,1,0,33.0,7.5,10.0,6,6
23,4.6,2,2,1,0,25.0,10.8,15.0,4,1
20,4.6,3,4,1,0,39.0,6.4,5.0,4,5
39,5.0,5,2,1,0,29.0,14.2,15.0,4,3
35,4.9,4,1,1,0,28.0,1.8,5.0,4,3
36,4.1,2,2,1,0,31.0,19.2,12.43433686564592,8,5
32,4.3,3,1,1,0,22.0,4.2,15.0,4,5
29,4.5,5,1,0,0,13.0,18.3,10.0,8,2
36,3.8,3,4,1,0,37.0,14.7,15.0,9,5
39,4.9,2,4,2,0,48.0,16.9,10.0,6,3
27,4.7,6,1,0,0,11.0,2.7,4.412184049100166,6,3
21,4.5,6,2,1,0,22.0,22.0,10.0,6,5
26,4.2,3,2,1,0,39.0,15.8,15.0,4,7
38,4.1,3,1,1,0,28.0,11.7,10.0,4,2
21,4.7,4,1,1,0,27.0,15.6,10.0,12,3
35,5.0,2,2,0,0,26.0,16.7,10.0,4,6
29,4.7,2,4,0,0,42.0,15.4,15.0,6,6
27,4.9,5,2,0,0,23.0,5.9,10.0,12,0
38,4.6,1,1,1,0,23.0,21.2,5.0,6,0
35,4.6,3,3,1,0,28.0,9.8,11.231013943164058,9,2
39,4.7,3,1,0,0,24.0,3.6,15.0,9,4
36,4.3,5,2,1,0,35.0,31.2,5.0,9,5
31,4.8,1,1,1,0,13.0,1.9,5.0,6,5
31,4.4,5,1,1,0,24.0,10.3,9.626583379854909,4,4
33,4.3,3,4,1,0,47.0,19.6,15.0,4,2
30,4.6,2,3,1,0,26.0,9.1,15.0,9,1
29,4.0,3,1,1,0,28.0,6.0,10.0,4,4
22,4.7,4,4,1,0,37.0,21.5,15.0,6,6
25,4.6,2,1,1,0,22.0,23.2,15.0,4,6
29,4.1,4,2,0,0,35.0,24.9,14.038767428955072,6,2
24,4.7,3,1,0,0,18.0,26.6,10.0,4,2
31,5.0,6,1,0,0,26.0,15.2,5.0,6,2
38,4.7,2,4,0,0,25.0,14.9,10.027691020682196,8,2
34,4.8,4,4,1,0,29.0,5.9,15.0,6,6
27,4.6,2,2,1,0,39.0,21.0,10.0,4,0
30,4.5,3,2,1,0,31.0,21.6,15.0,6,7
38,4.8,2,4,1,0,46.0,21.0,15.0,4,2
25,4.0,3,1,1,0,15.0,4.2,6.016614612409317,4,0
20,4.7,3,2,1,0,21.0,14.4,15.0,4,0
36,3.8,4,1,0,0,38.0,17.1,15.0,6,1
22,4.8,4,2,1,0,29.0,17.05,5.0,12,6
24,5.0,2,4,0,0,21.0,17.0,8.423260457373043,6,2
25,5.0,4,1,0,0,27.0,17.2,5.0,8,2
36,3.6,5,4,1,0,34.0,13.6,10.0,8,4
39,3.5,3,2,0,0,34.0,14.4,10.0,12,6
22,5.0,2,4,0,0,44.0,30.8,5.0,6,7
30,4.6,5,1,0,0,20.0,25.6,5.0,4,6
24,5.0,4,4,0,0,28.0,12.2,5.0,4,6
28,4.7,3,2,1,0,15.0,21.6,6.016614612409317,12,3
24,5.0,4,4,1,0,26.0,12.8,10.0,4,2
34,4.4,3,4,1,0,37.0,17.1,15.0,4,3
29,5.0,5,2,0,0,23.0,20.6,5.0,6,5
24,4.9,6,1,0,0,11.0,12.0,10.0,9,1
21,5.0,6,1,1,0,18.0,4.0,10.0,12,5
27,4.9,5,2,0,0,24.0,23.0,5.0,12,3
21,4.8,4,3,0,0,27.0,9.8,10.0,6,1
26,4.7,1,4,1,0,18.0,6.2,10.0,6,1
28,5.0,4,1,1,0,16.0,6.3,6.4177222532366045,9,3
34,5.0,6,2,1,0,30.0,31.6,10.0,4,6
25,4.8,3,2,1,0,17.0,25.7,15.0,6,6
34,5.0,1,4,0,0,19.0,19.6,10.0,6,2
20,4.6,1,4,0,0,14.0,15.4,5.615506971582029,6,4
25,4.8,4,1,0,0,14.0,23.95,5.615506971582029,16,4
30,4.9,6,1,1,0,21.0,32.5,10.0,4,2
38,4.8,1,4,0,0,16.0,31.1,5.0,12,6
38,5.0,2,2,2,1,43.0,22.8,17.247628555573375,6,0
34,4.5,4,3,1,0,30.0,11.6,10.0,6,3
35,4.8,1,3,0,0,20.0,10.8,10.0,4,5
24,4.8,6,2,1,0,20.0,12.1,10.0,6,1
24,4.5,5,2,0,0,10.0,14.0,4.011076408272878,4,5
39,4.8,1,1,1,0,10.0,6.7,4.011076408272878,8,1
35,4.5,6,4,2,0,38.0,23.0,10.0,8,6
32,4.6,6,1,0,0,28.0,21.7,15.0,4,6
35,4.7,1,3,0,0,28.0,13.2,15.0,4,5
21,4.3,4,4,3,0,43.0,54.7,17.247628555573375,8,2
38,4.0,6,2,1,1,39.0,26.9,10.0,4,1
30,4.6,1,1,1,0,25.0,15.8,5.0,12,2
28,4.8,2,4,1,0,30.0,22.1,5.0,8,2
35,4.2,2,2,1,0,31.0,16.3,10.0,8,1
27,3.5,1,4,3,0,50.0,11.5,5.0,4,1
23,3.3,1,1,1,1,44.0,12.6,10.0,6,3
26,4.8,4,4,2,0,43.0,28.9,5.0,12,2
34,4.9,5,1,1,0,24.0,21.0,5.0,6,5
29,4.7,6,1,0,0,12.0,24.0,5.0,8,6
33,4.2,4,3,1,0,32.0,11.6,10.0,4,3
27,4.9,6,2,1,0,20.0,52.2,5.0,12,6
36,4.7,2,3,1,0,28.0,5.8,10.0,4,2
39,4.5,1,4,0,0,28.0,12.6,5.0,4,1
39,4.8,5,1,0,0,23.0,4.1,5.0,8,3
28,4.8,4,4,2,0,48.0,15.9,5.0,4,2
39,4.9,6,3,1,0,30.0,6.5,12.033229224818632,6,6
38,4.8,3,4,1,0,20.0,5.433,8.022152816545756,12,6
37,4.7,4,2,1,0,30.0,4.366,15.0,8,1
37,4.6,6,1,0,0,20.0,3.3,5.0,6,1
23,5.0,4,1,0,0,20.0,26.9,5.0,4,0
23,4.0,5,1,1,0,22.0,3.1,15.0,4,3
22,4.2,2,3,1,0,33.0,8.6,10.0,12,2
35,4.9,3,3,0,0,32.0,10.9,5.0,6,6
23,4.8,3,2,1,0,21.0,25.3,10.0,4,2
31,4.8,1,2,0,0,29.0,13.5,10.0,8,5
21,4.9,6,1,0,0,10.0,14.2,5.0,12,1
39,4.8,5,1,1,0,22.0,21.6,5.0,6,2
23,4.0,2,2,1,0,31.0,16.5,12.43433686564592,6,4
22,4.5,5,1,0,0,15.0,24.4,5.0,4,4
21,5.0,2,3,1,0,31.0,11.1,15.0,12,6
34,4.4,6,4,2,1,46.0,17.7,10.0,4,6
38,4.9,2,2,1,0,26.0,5.8,10.0,4,3
32,4.5,4,2,1,0,44.0,36.7,20.0,4,6
26,4.6,2,1,1,0,18.0,24.35,7.21993753489118,9,4
21,4.6,6,4,0,0,24.0,12.0,5.0,4,4
37,4.1,5,4,0,0,37.0,17.5,14.840982710609648,4,1
37,4.1,6,1,1,0,31.0,4.2,5.0,4,2
33,4.8,6,2,1,0,27.0,12.1,5.0,9,3
29,4.9,3,1,1,0,19.0,12.6,15.0,9,5
29,4.9,3,3,1,0,13.0,2.1,10.0,6,6
38,4.7,3,4,1,0,41.0,10.3,10.0,4,5
32,4.5,2,1,0,0,28.0,2.0,15.0,4,1
29,4.7,6,4,1,0,18.0,16.8,15.0,12,0
32,5.0,2,1,1,0,16.0,3.6,5.0,12,0
33,4.4,4,3,1,0,32.0,3.0,15.0,12,6
28,4.7,1,2,0,0,16.0,17.05,6.4177222532366045,9,6
24,5.0,6,4,1,0,24.0,31.1,5.0,9,1
28,4.8,1,4,1,0,26.0,27.8,15.0,4,7
23,4.8,6,4,0,0,11.0,13.1,4.412184049100166,9,5
27,4.7,1,4,1,0,16.0,23.2,15.0,9,6
35,4.9,2,4,1,0,45.0,15.9,5.0,6,3
22,4.8,6,1,0,0,18.0,4.4,7.21993753489118,6,6
24,4.8,5,3,0,0,20.0,8.1,8.022152816545756,12,4
26,4.9,2,4,0,0,41.0,21.9,10.0,9,1
28,5.0,5,4,1,0,26.0,10.4,10.428798661509482,12,5
35,3.8,2,1,2,0,34.0,27.0,15.0,9,2
32,4.7,1,1,1,0,24.0,6.2,5.0,4,1
38,5.0,1,4,0,0,16.0,25.2,10.0,6,6
36,4.5,5,2,1,0,28.0,6.2,5.0,6,5
32,4.1,3,1,1,0,21.0,14.3,8.423260457373043,4,6
25,4.8,5,4,1,0,31.0,9.3,10.0,4,4
27,4.8,4,4,1,0,30.0,23.2,10.0,12,2
29,4.3,5,1,1,0,17.0,6.1,5.0,4,6
28,4.6,2,1,1,0,10.0,11.8,4.011076408272878,9,3
37,4.7,2,2,2,0,39.0,25.6,10.0,4,6
23,4.2,6,1,1,0,27.0,11.2,10.82990630233677,4,4
29,4.6,3,1,1,0,16.0,2.6,10.0,8,5
37,4.5,3,3,0,0,28.0,9.7,11.231013943164058,8,4
36,4.9,2,1,1,0,15.0,14.4,6.016614612409317,9,2
36,4.4,5,2,1,0,33.0,8.4,13.236552147300497,8,5
33,4.3,2,4,0,1,41.0,30.9,5.0,6,1
22,4.8,3,2,0,0,25.0,17.8,15.0,6,6
20,4.5,5,1,1,0,20.0,23.9,10.0,4,6
26,5.0,4,4,1,0,23.0,8.4,10.0,12,6
21,4.6,4,1,0,0,19.0,4.2,15.0,8,3
30,4.3,3,1,1,0,30.0,4.5,12.033229224818632,4,0
33,3.6,2,1,1,0,39.0,16.5,10.0,12,0
32,4.9,2,1,1,0,19.0,10.7,10.0,6,1
36,4.8,4,1,1,0,25.0,17.6,10.0,8,4
33,4.7,1,2,0,0,29.0,22.6,15.0,6,6
27,4.7,1,2,0,0,18.0,10.6,10.0,6,4
28,4.6,4,4,1,0,35.0,22.1,15.0,4,1
35,4.5,4,2,0,0,17.0,11.4,15.0,12,0
29,4.4,4,4,1,0,43.0,25.3,17.247628555573375,9,2
31,4.1,3,1,1,0,26.0,6.2,10.0,4,0
20,4.7,2,1,0,0,12.0,1.7,4.813291689927453,6,2
20,4.7,2,1,0,0,16.0,12.3,10.0,4,1
32,4.7,4,4,1,1,45.0,12.6,18.04984383722795,4,4
25,4.9,2,2,0,0,15.0,6.1,6.016614612409317,8,5
20,4.7,1,1,1,0,20.0,7.1,15.0,9,2
31,4.6,5,4,0,0,29.0,27.9,11.632121583991346,8,3
35,4.6,1,3,0,0,15.0,8.8,5.0,6,2
31,4.6,5,1,1,0,24.0,16.0,10.0,4,4
30,4.9,1,1,0,0,18.0,4.1,5.0,6,1
24,4.9,1,2,0,0,15.0,7.0,6.016614612409317,9,6
29,4.5,2,2,1,0,25.0,9.5,15.0,4,3
39,4.4,3,4,1,0,35.0,13.95,5.0,4,6
30,4.8,6,1,1,0,26.0,18.4,10.428798661509482,4,0
37,4.8,3,1,1,0,20.0,4.2,5.0,4,6
21,4.9,5,1,1,0,14.0,6.3,5.0,6,5
36,4.7,5,2,0,0,25.0,24.3,10.027691020682196,6,5
34,5.0,1,1,1,0,18.0,2.3,15.0,9,5
38,4.7,4,1,0,0,17.0,3.4,5.0,9,3
20,4.8,6,4,0,0,12.0,12.4,5.0,8,4
30,3.7,5,4,1,0,32.0,22.7,15.0,12,2
26,4.6,2,1,1,0,20.0,22.9,5.0,4,2
35,4.9,5,1,1,0,21.0,37.1,10.0,4,0
36,4.8,2,4,1,0,43.0,16.8,10.0,9,1
35,4.9,4,1,1,0,17.0,11.2,15.0,8,4
24,4.5,3,2,1,0,17.0,8.6,15.0,4,3
34,4.6,6,1,1,0,21.0,14.2,15.0,8,6
28,5.0,6,2,1,0,15.0,31.2,10.0,8,6
32,4.4,3,4,0,0,40.0,23.8,15.0,9,5
38,4.9,1,4,1,0,24.0,8.1,5.0,9,3
30,4.8,2,2,1,0,16.0,14.4,15.0,8,3
38,4.8,6,3,1,0,47.0,8.7,15.0,4,3
35,4.5,6,2,1,0,24.0,19.6,5.0,8,5
29,4.0,2,4,1,1,42.0,16.4,5.0,9,3
35,4.9,5,4,1,0,34.0,6.9,15.0,6,7
38,4.6,1,1,1,0,28.0,12.6,5.0,4,5
34,4.1,6,1,1,0,32.0,15.5,5.0,4,0
37,4.6,6,1,0,0,22.0,19.5,15.0,8,0
38,4.9,4,3,1,0,25.0,4.7,10.0,6,3
28,4.9,6,1,1,0,16.0,3.9,10.0,6,5
31,4.0,6,1,1,0,23.0,3.1,10.0,4,4
24,4.6,4,4,0,0,37.0,13.9,15.0,9,6
33,4.5,1,4,0,0,25.0,19.8,15.0,6,3
37,4.6,6,2,0,0,32.0,28.2,15.0,4,3
24,4.6,5,4,0,0,17.0,24.3,6.818829894063892,9,4
33,4.7,4,3,1,0,25.0,10.7,15.0,4,7
29,4.6,4,1,1,0,24.0,4.2,15.0,4,6
37,4.6,5,1,0,0,25.0,2.1,5.0,9,4
26,4.9,3,2,1,0,21.0,19.6,15.0,12,4
34,5.0,6,2,0,0,28.0,18.4,15.0,6,5
28,5.0,1,4,1,0,24.0,31.3,15.0,9,3
28,4.8,3,2,0,0,24.0,32.299,15.0,4,6
21,4.7,4,1,0,0,17.0,6.8,6.818829894063892,4,1
26,4.6,5,4,2,0,36.0,7.8,15.0,4,3
23,4.9,4,2,1,0,18.0,9.6,15.0,12,4
29,4.9,2,1,0,0,11.0,16.7,4.412184049100166,6,2
36,4.9,5,2,1,0,29.0,14.3,5.0,6,1
37,4.6,4,2,3,0,42.0,26.4,5.0,6,5
59,1.0,4,1,0,0,28.0,29.1,11.231013943164058,8,6
33,4.0,5,2,1,0,34.0,12.3,5.0,8,5
35,4.0,1,4,1,0,34.0,19.6,15.0,4,7
29,4.7,5,1,1,0,18.0,3.4,5.0,8,4
24,4.0,3,2,1,0,35.0,26.0,10.0,4,0
36,4.9,6,1,1,0,26.0,4.7,10.0,6,3
33,4.7,6,3,1,0,30.0,9.3,12.033229224818632,4,1
32,4.8,6,2,1,0,20.0,16.7,10.0,8,3
25,4.8,1,4,1,0,18.0,16.9,7.21993753489118,9,1
22,4.1,5,4,0,0,33.0,40.6,10.0,4,3
24,3.5,1,4,1,0,43.0,10.7,5.0,4,3
24,4.8,3,1,0,0,10.0,9.0,4.011076408272878,12,5
27,4.6,6,2,1,0,35.0,26.2,15.0,4,6
26,4.9,2,4,1,0,26.0,12.8,5.0,4,5
32,4.5,1,4,0,0,20.0,10.8,15.0,8,0
24,4.5,1,1,1,0,28.0,17.1,10.0,9,3
31,4.9,6,1,1,0,22.0,30.7,15.0,8,0
23,4.4,5,1,1,0,17.0,4.7,10.0,4,6
20,4.8,6,2,1,0,28.0,17.2,15.0,6,2
23,3.9,1,3,1,0,40.0,11.3,15.0,4,3
32,4.9,1,1,0,0,16.0,10.3,6.4177222532366045,8,0
20,4.3,6,1,1,0,20.0,2.6,15.0,4,6
22,5.0,5,3,1,0,27.0,9.1,10.0,6,4
20,4.7,4,4,1,0,21.0,20.1,8.423260457373043,6,0
38,4.6,4,1,2,1,43.0,31.1,17.247628555573375,4,0
28,5.0,1,2,1,0,17.0,13.0,5.0,6,4
37,4.2,2,4,0,0,34.0,12.8,5.0,4,6
36,4.9,4,2,1,0,15.0,10.1,6.016614612409317,8,2
34,4.6,5,4,0,0,44.0,24.7,15.0,4,1
31,4.6,3,2,1,0,28.0,8.7,5.0,6,4
27,4.9,4,4,0,0,40.0,28.5,5.0,4,7
24,4.8,2,1,0,0,16.0,10.3,10.0,6,6
20,4.7,3,4,1,0,27.0,12.7,10.82990630233677,12,2
20,4.8,5,4,1,0,18.0,25.5,10.0,12,1
33,5.0,4,1,1,0,36.0,24.0,10.0,4,4
28,4.6,3,1,0,0,18.0,15.1,10.0,6,0
29,4.8,6,2,1,0,24.0,8.1,15.0,8,3
26,4.8,2,1,0,0,13.0,11.2,5.214399330754741,12,6
28,5.0,5,4,1,0,24.0,37.1,10.0,9,5
33,4.9,5,1,0,0,27.0,21.5,10.82990630233677,6,3
26,4.1,3,1,0,0,15.0,5.7,5.0,4,4
32,4.1,5,4,1,0,38.0,15.55,5.0,8,5
21,4.8,2,1,1,0,24.0,25.4,10.0,4,6
24,3.2,1,1,1,0,36.0,12.3,10.0,9,5
24,5.0,2,2,1,0,15.0,7.1,6.016614612409317,8,5
39,4.1,4,2,1,0,35.0,19.2,20.0,12,4
28,4.6,3,3,1,0,25.0,5.8,10.0,8,2
38,4.2,3,1,1,0,31.0,10.0,15.0,4,6
23,4.5,4,1,0,0,18.0,4.0,5.0,4,5
36,4.9,4,4,1,0,41.0,25.1,15.0,6,6
35,4.7,1,4,0,0,18.0,6.0,5.0,9,6
39,4.9,2,1,1,0,15.0,1.8,6.016614612409317,6,4
21,4.6,4,1,1,0,25.0,24.5,10.027691020682196,6,0
33,5.0,4,3,1,0,31.0,4.7,15.0,4,6
26,5.0,2,1,1,0,15.0,3.1,10.0,6,6
24,4.6,3,1,0,0,10.0,10.1,5.0,9,5
38,4.8,1,1,1,0,28.0,17.1,5.0,4,0
23,4.6,3,1,1,0,19.0,4.3,7.621045175718468,9,1
28,4.6,2,3,1,0,28.0,8.9,10.0,9,3
30,4.6,3,1,0,0,20.0,13.35,10.0,6,3
29,4.9,5,2,1,0,20.0,17.8,15.0,6,0
24,4.4,6,4,1,0,25.0,27.6,10.027691020682196,8,3
20,4.0,2,4,0,0,35.0,22.2,5.0,12,5
23,4.0,6,4,1,0,31.0,10.8,15.0,6,3
26,4.0,3,2,1,0,32.0,17.1,15.0,4,4
22,4.5,5,3,1,0,23.0,4.8,5.0,12,2
26,4.5,6,3,1,0,36.0,15.1,5.0,4,2
31,4.5,4,1,1,0,19.0,2.3,15.0,9,3
39,4.6,4,2,0,0,34.0,16.6,5.0,9,7
37,3.8,6,4,1,0,33.0,15.0,13.236552147300497,12,7
28,4.7,6,1,1,0,11.0,6.0,10.0,6,6
34,4.8,2,4,1,0,25.0,41.2,10.027691020682196,4,6
29,4.9,4,3,1,0,21.0,10.9,5.0,12,1
25,4.9,5,4,1,0,27.0,6.4,5.0,8,7
21,4.9,6,2,1,0,24.0,22.8,15.0,4,6
39,4.8,1,2,1,0,27.0,24.2,25.0,6,6
35,4.9,6,1,1,0,20.0,16.0,5.0,8,4
23,4.8,1,1,1,0,29.0,16.8,11.632121583991346,4,5
21,2.9,1,1,0,0,40.0,24.7,10.0,6,6
39,4.8,2,4,1,0,29.0,7.2,5.0,4,0
37,4.0,6,2,1,0,31.0,13.4,10.0,9,4
26,4.7,6,3,1,0,24.0,9.1,15.0,4,1
34,4.5,2,4,1,0,44.0,32.299,15.0,4,2
