Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_performance_Impact,Festival,multiple_deliveries,pickup_time,Travel_Distance,Time_taken
27,4.7,2,4,8,0,1,10.0,12.3,25.0
29,5.0,1,4,6,0,2,5.0,11.2,16.0
36,4.8,4,2,3,0,3,5.0,9.399,42.0
26,5.0,6,2,3,0,1,10.0,12.9,13.0
38,4.0,2,4,6,0,2,13.0,24.7,47.0
26,4.9,4,1,3,0,1,10.0,16.8,22.0
26,4.5,5,4,6,0,1,15.0,15.1,20.0
38,4.7,6,2,8,0,2,15.0,9.2,28.0
36,4.7,6,4,8,0,1,5.0,12.8,29.0
34,4.9,4,4,12,0,2,15.0,9.4,27.0
33,4.5,5,4,6,0,2,5.0,19.2,28.0
35,4.7,6,4,6,0,1,15.0,19.1,34.0
23,5.0,2,3,6,0,2,5.0,3.4,22.0
25,4.8,4,1,12,0,2,12.0,4.9,19.0
20,4.7,1,1,3,0,1,5.0,7.7,17.0
32,4.7,5,1,3,0,2,5.0,25.3,24.0
31,4.7,5,4,9,0,2,15.0,10.7,25.0
26,4.8,4,1,6,0,2,15.0,13.0,18.0
22,5.0,2,4,3,0,2,15.0,15.6,38.0
26,4.5,1,2,6,0,1,15.0,13.0,16.0
37,3.2,1,1,3,0,2,10.0,26.4,34.0
30,4.9,2,1,6,0,2,5.0,4.7,15.0
29,4.6,2,1,6,0,2,15.0,19.8,28.0
26,4.9,1,1,12,0,2,15.0,10.0,17.0
33,4.6,4,1,12,0,2,5.0,8.7,15.0
22,4.7,5,4,6,0,1,10.0,17.0,15.0
27,4.9,5,4,12,0,2,5.0,24.7,21.0
23,4.8,2,2,3,0,1,5.0,14.2,37.0
32,4.9,4,1,3,0,2,10.0,7.1,20.0
29,4.8,1,2,3,0,2,5.0,12.8,18.0
26,5.0,4,4,6,0,2,5.0,25.7,40.0
24,4.8,1,2,3,0,1,12.0,13.4,16.0
24,5.0,1,1,6,0,2,5.0,2.3,16.0
39,4.8,6,2,6,0,2,15.0,9.7,27.0
27,4.9,3,2,3,0,2,5.0,11.1,19.0
36,4.8,2,2,3,0,1,12.0,11.3,30.0
30,5.0,2,4,3,0,2,10.0,11.7,31.0
29,4.8,1,1,3,0,1,4.0,11.4,10.0
21,4.6,3,4,8,0,2,5.0,11.6,23.0
29,4.9,6,2,8,0,1,5.0,16.8,23.0
23,4.8,1,2,6,0,2,5.0,31.6,14.0
20,4.6,5,4,6,0,1,15.0,7.9,22.0
22,4.9,5,2,12,0,1,15.0,12.35,16.0
34,4.7,6,2,6,0,2,10.0,17.9,25.0
33,4.4,3,4,3,0,2,8.0,19.4,43.0
30,5.0,2,1,8,0,2,15.0,8.0,19.0
23,5.0,5,1,6,0,2,5.0,1.6,19.0
37,4.8,3,1,6,0,1,15.0,3.3,23.0
39,4.1,6,2,3,0,2,7.0,24.0,35.0
27,4.4,3,4,3,0,1,5.0,15.4,36.0
20,4.6,1,4,12,0,2,5.0,8.7,10.0
30,4.3,2,1,12,0,3,10.0,25.3,39.0
27,4.6,1,1,3,0,1,10.0,3.3,18.0
28,4.9,4,4,3,0,2,10.0,16.8,23.0
38,4.2,3,1,3,0,2,15.0,2.7,33.0
22,4.8,4,3,3,0,2,15.0,9.8,22.0
29,5.0,1,4,8,0,1,10.0,13.5,16.0
21,4.7,2,4,6,0,2,10.0,13.4,28.0
33,4.6,1,4,6,0,2,5.0,12.0,20.0
31,4.8,5,2,12,0,2,10.0,21.1,22.0
21,4.1,4,2,12,0,3,15.0,17.8,32.0
39,5.0,4,2,8,0,2,5.0,18.3,34.0
26,5.0,2,1,3,0,2,5.0,29.6,24.0
20,4.6,3,4,3,0,2,10.0,23.6,38.0
30,4.7,1,1,9,0,2,5.0,23.3,24.0
32,4.4,6,2,3,0,1,5.0,12.2,32.0
33,4.1,3,1,3,0,2,10.0,4.5,34.0
36,4.1,3,1,3,0,1,15.0,1.9,21.0
37,4.5,3,1,6,0,2,15.0,18.7,29.0
33,4.8,3,4,6,0,2,10.0,5.6,30.0
38,4.1,5,4,3,0,1,5.0,31.6,36.0
38,4.9,3,2,6,0,1,10.0,12.3,29.0
22,4.7,6,1,3,0,1,15.0,14.9,21.0
24,4.8,4,3,6,0,2,5.0,7.7,20.0
27,4.9,3,1,9,0,1,10.0,2.8,12.0
36,4.8,1,1,6,0,1,8.0,14.9,17.0
27,4.5,6,1,12,0,1,10.0,14.7,16.0
28,4.8,5,4,6,0,1,8.0,16.2,19.0
37,4.8,2,1,8,0,2,10.0,3.3,16.0
37,4.6,3,2,3,0,2,15.0,12.5,30.0
35,3.7,6,4,8,0,2,5.0,17.9,43.0
27,4.7,5,4,3,0,2,15.0,15.1,31.0
30,4.8,3,2,3,0,2,5.0,8.1,33.0
23,5.0,4,1,3,0,2,5.0,32.2,23.0
28,4.8,2,3,8,0,2,15.0,14.6,28.0
28,4.6,3,1,6,0,2,11.0,15.6,15.0
24,4.6,5,4,12,0,2,15.0,5.6,23.0
27,4.6,4,1,12,0,2,5.0,5.0,12.0
27,4.8,2,1,9,0,1,10.0,3.3,13.0
26,4.5,3,4,6,0,2,7.0,22.0,15.0
30,4.7,5,4,3,1,4,5.0,13.2,51.0
28,4.9,3,1,3,0,2,5.0,24.5,23.0
33,5.0,6,4,12,0,2,5.0,16.1,29.0
39,4.7,2,4,3,0,2,15.0,21.4,40.0
32,4.2,5,2,3,0,2,10.0,14.8,37.0
35,4.9,2,4,6,1,4,10.0,16.9,49.0
36,4.6,3,1,12,0,2,15.0,13.8,25.0
24,4.8,1,4,9,0,2,10.0,9.8,13.0
27,4.1,4,4,8,0,1,10.0,16.2,31.0
27,4.8,3,2,6,0,2,5.0,14.1,21.0
29,4.9,2,3,3,0,2,10.0,8.3,28.0
35,4.7,3,4,6,0,1,5.0,9.1,26.0
23,4.9,2,1,6,0,2,10.0,6.1,18.0
22,4.2,6,1,3,0,2,10.0,9.6,22.0
39,4.5,5,2,8,0,2,10.0,19.6,31.0
26,4.6,1,2,6,0,2,10.0,12.5,11.0
28,4.0,6,1,3,0,2,5.0,12.1,29.0
30,4.9,2,1,3,0,2,5.0,2.3,22.0
22,4.5,3,4,6,0,2,10.0,33.7,17.0
29,4.7,4,4,3,0,2,15.0,17.9,36.0
39,4.4,5,4,12,0,2,10.0,11.0,34.0
37,4.7,4,3,6,0,2,15.0,8.7,30.0
34,4.9,4,2,6,0,2,15.0,14.6,16.0
37,4.3,6,4,9,0,2,10.0,33.1,40.0
30,5.0,1,2,12,0,2,10.0,13.9,21.0
30,3.8,4,1,8,0,2,10.0,13.6,38.0
22,4.7,6,2,8,0,2,15.0,20.6,23.0
26,4.4,6,4,3,0,2,13.0,24.1,34.0
29,4.5,6,1,6,0,1,10.0,12.3,14.0
39,4.1,4,4,12,0,3,8.0,22.2,43.0
37,4.7,1,2,3,0,1,10.0,15.8,39.0
34,4.6,6,4,8,0,1,5.0,18.5,26.0
28,4.9,6,1,8,0,2,5.0,14.1,13.0
35,4.7,3,4,12,0,1,10.0,6.7,29.0
37,4.9,4,1,9,0,1,5.0,10.6,15.0
38,4.8,2,4,6,0,2,5.0,10.6,29.0
32,4.0,6,1,3,0,1,10.0,4.5,28.0
38,5.0,3,1,3,0,2,5.0,20.1,24.0
26,4.8,5,4,3,1,2,5.0,19.5,43.0
31,4.6,4,2,3,0,2,10.0,30.8,36.0
37,4.7,4,1,6,0,1,12.0,11.3,15.0
32,4.9,6,1,6,0,2,15.0,16.8,27.0
31,4.8,1,1,3,0,1,5.0,6.5,25.0
38,4.2,2,4,12,0,1,15.0,13.8,34.0
27,4.9,3,2,3,0,1,5.0,10.2,10.0
39,4.8,2,4,3,0,1,5.0,11.1,25.0
35,4.5,3,1,6,0,1,5.0,4.4,20.0
20,4.7,2,1,6,0,1,10.0,9.0,14.0
32,4.8,4,4,3,0,2,11.0,13.2,33.0
34,4.5,3,1,3,0,2,15.0,2.4,25.0
23,4.7,4,1,3,0,2,15.0,21.5,24.0
29,4.8,5,3,12,0,2,10.0,11.5,32.0
29,4.7,4,2,9,0,1,5.0,6.2,12.0
38,3.7,5,4,12,0,1,5.0,17.8,38.0
24,5.0,3,2,3,0,2,5.0,10.1,29.0
26,4.7,1,2,6,0,2,12.0,19.5,15.0
28,4.6,1,1,3,0,2,10.0,6.8,23.0
20,4.0,3,1,3,0,2,5.0,2.6,25.0
30,4.2,4,3,3,0,2,10.0,10.5,32.0
30,4.1,4,4,6,1,3,20.0,4.6,43.0
39,4.9,2,4,9,0,2,5.0,15.9,36.0
25,4.6,3,4,3,0,1,15.0,21.9,25.0
20,4.6,1,1,3,0,1,5.0,16.5,28.0
25,4.7,2,2,3,0,2,15.0,36.25,30.0
26,4.9,5,3,6,0,2,10.0,12.9,20.0
36,4.4,6,3,3,0,2,8.0,10.5,37.0
29,4.7,4,1,3,0,2,10.0,25.2,24.0
23,4.8,3,2,3,0,1,10.0,24.4,36.0
37,5.0,2,4,9,0,2,8.0,6.8,28.0
36,4.9,2,4,3,1,1,5.0,17.9,51.5
20,4.9,1,4,6,0,2,10.0,14.2,13.0
26,5.0,2,1,12,0,1,10.0,3.1,12.0
22,4.9,3,4,6,0,1,10.0,24.3,15.0
23,4.7,2,4,6,0,2,20.0,13.6,38.0
24,4.9,2,4,3,0,3,15.0,14.1,42.0
39,4.4,1,4,3,0,2,10.0,21.5,33.0
31,5.0,3,1,3,0,1,15.0,16.0,28.0
20,4.8,5,2,3,0,2,10.0,11.2,24.0
22,4.1,2,4,6,0,2,15.0,22.2,34.0
22,4.9,3,1,8,0,1,15.0,4.5,18.0
27,4.8,3,1,6,0,1,5.0,11.4,11.0
24,4.8,3,1,12,0,1,5.0,3.5,13.0
24,4.8,2,1,6,0,1,10.0,10.3,16.0
39,4.3,4,1,8,0,1,9.0,19.6,34.0
29,4.9,6,1,6,0,2,4.0,24.5,10.0
21,4.8,3,1,6,0,1,10.0,13.5,14.0
21,4.9,6,1,3,0,2,10.0,23.6,19.0
29,4.7,5,4,12,0,2,5.0,15.05,15.0
27,4.6,4,1,8,0,1,5.0,4.1,15.0
26,4.7,1,2,8,0,1,5.0,16.0,10.0
25,4.8,3,4,3,0,2,8.0,25.7,32.0
23,4.7,5,1,12,0,1,5.0,12.1,12.0
39,4.9,5,2,9,0,2,5.0,8.0,27.0
36,4.1,3,4,3,1,1,8.0,23.4,51.5
37,4.8,4,4,6,0,2,15.0,17.3,36.0
23,4.9,5,4,8,0,1,5.0,11.9,28.0
38,4.8,3,2,3,0,1,15.0,9.9,31.0
35,4.6,4,2,3,0,2,5.0,18.35,35.0
36,5.0,2,4,8,0,2,5.0,7.0,29.0
20,4.9,6,2,3,0,2,5.0,5.6,14.0
38,4.9,4,1,3,0,2,5.0,2.7,28.0
34,4.6,1,1,3,0,2,10.0,16.8,22.0
23,4.6,5,2,9,0,1,10.0,13.4,21.0
25,4.8,3,1,6,0,2,5.0,12.1,14.0
22,4.7,5,4,12,0,2,10.0,16.0,19.0
33,4.7,4,2,6,0,2,8.0,8.6,15.0
30,4.7,5,2,9,0,1,10.0,7.7,32.0
28,4.7,1,1,3,0,2,10.0,20.1,24.0
32,4.9,4,1,8,0,1,8.0,2.7,16.0
33,4.9,1,1,8,0,1,10.0,15.5,26.0
23,4.1,6,1,3,0,1,15.0,4.7,18.0
32,4.8,3,2,3,0,2,10.0,22.1,33.0
21,4.8,5,1,6,0,2,10.0,14.7,18.0
35,4.6,4,4,3,1,2,5.0,21.2,47.0
30,3.8,4,1,12,0,2,10.0,14.2,18.0
35,4.9,1,1,3,0,1,5.0,4.2,27.0
21,4.8,1,2,3,0,2,15.0,28.8,25.0
37,4.8,1,1,12,0,2,10.0,2.4,17.0
25,5.0,4,4,12,0,2,12.0,17.6,33.0
25,4.1,6,4,3,0,2,10.0,14.2,35.0
20,4.4,6,4,3,0,2,5.0,9.7,36.0
30,4.6,2,4,9,0,1,10.0,13.1,25.0
26,4.5,3,4,12,0,2,5.0,12.9,21.0
23,4.7,4,2,6,0,1,5.0,9.1,13.0
20,4.6,5,4,9,0,2,5.0,34.9,22.0
21,4.8,5,1,3,0,2,5.0,18.9,24.0
25,4.6,6,2,3,0,2,5.0,11.8,27.0
38,4.5,2,3,6,0,1,5.0,2.0,27.0
28,4.8,6,3,3,0,2,8.0,2.8,16.0
24,4.9,5,1,3,0,1,15.0,33.7,21.0
22,5.0,6,4,6,0,2,10.0,16.2,21.0
35,4.8,1,4,8,0,2,5.0,11.4,23.0
20,4.4,1,1,6,0,1,5.0,2.4,11.0
20,4.9,3,1,8,0,2,10.0,22.8,15.0
37,4.7,1,4,6,0,1,5.0,10.1,24.0
38,4.6,4,4,3,0,1,5.0,11.3,31.0
25,4.8,1,2,12,0,2,15.0,15.7,16.0
23,4.9,5,3,8,0,2,10.0,3.2,29.0
22,4.7,4,4,9,0,2,15.0,10.4,28.0
38,4.9,1,1,3,0,2,10.0,2.1,25.0
33,4.6,4,4,8,0,2,15.0,6.0,25.0
22,4.6,1,3,6,0,1,5.0,7.7,12.0
25,4.9,3,2,9,0,1,5.0,21.8,22.0
21,4.6,2,2,12,0,1,5.0,10.0,13.0
38,4.7,4,1,6,0,2,15.0,14.2,17.0
36,4.2,3,4,3,0,2,15.0,11.1,42.0
34,4.0,2,1,3,0,3,8.0,19.9,42.0
34,4.9,2,4,8,0,2,15.0,10.6,27.0
20,4.9,3,3,3,0,2,5.0,5.9,16.0
22,4.7,2,2,9,0,2,14.0,12.8,15.0
24,4.5,2,1,8,0,1,5.0,3.4,11.0
21,4.8,2,1,6,0,2,6.0,9.5,15.0
24,4.7,5,2,3,0,2,5.0,11.9,29.0
21,4.1,2,2,12,0,1,10.0,6.45,36.0
37,4.9,2,4,3,0,2,10.0,12.9,26.0
28,4.6,5,3,3,0,1,5.0,2.0,35.0
36,4.2,3,4,3,0,2,12.0,22.7,50.0
37,4.8,4,1,8,0,1,12.0,3.5,15.0
22,4.8,4,2,3,0,2,15.0,20.5,37.0
29,4.9,6,3,6,0,1,15.0,2.7,29.0
37,4.8,4,4,8,0,2,8.0,16.9,26.0
24,4.9,2,4,6,0,2,10.0,10.4,29.0
29,3.6,6,2,8,0,2,13.0,11.6,21.0
27,4.3,6,1,3,0,2,10.0,4.1,24.0
31,4.4,5,1,3,0,2,10.0,12.1,24.0
28,4.9,6,1,12,0,2,5.0,2.7,14.0
33,5.0,5,1,6,0,2,5.0,6.5,25.0
36,4.6,5,1,12,0,2,15.0,4.4,24.0
37,4.5,3,2,3,0,1,10.0,8.5,25.0
31,4.8,6,1,12,0,2,10.0,27.3,23.0
22,4.6,2,2,12,0,1,10.0,16.7,25.0
36,4.6,2,1,3,0,2,10.0,16.4,37.0
31,3.5,5,4,6,0,2,15.0,16.4,35.0
31,5.0,4,4,12,1,3,10.0,20.45,47.0
39,4.8,2,4,3,0,2,5.0,7.2,29.0
28,4.8,5,2,3,0,2,8.0,6.2,24.0
21,4.6,2,4,8,0,2,5.0,17.5,44.0
33,4.7,4,2,12,0,2,10.0,5.9,17.0
31,5.0,4,3,6,0,2,15.0,8.7,36.0
30,4.7,6,1,6,0,2,15.0,2.3,20.0
24,5.0,3,1,8,0,1,4.0,13.7,10.0
32,4.3,3,1,3,0,2,15.0,4.2,22.0
33,4.8,5,3,3,0,2,10.0,5.1,45.0
29,5.0,3,4,6,0,1,15.0,15.2,27.0
32,4.8,3,2,6,0,2,15.0,7.5,30.0
23,5.0,5,1,6,0,2,13.0,15.2,15.0
37,4.4,2,2,8,0,3,15.0,15.6,42.0
27,4.6,1,4,12,0,2,10.0,23.6,23.0
33,4.9,5,1,6,0,1,15.0,10.2,26.0
35,4.7,1,4,12,0,2,5.0,14.4,24.0
28,4.6,4,2,3,0,2,5.0,29.7,33.0
24,5.0,4,1,3,0,1,10.0,27.0,21.0
23,4.8,3,1,3,0,2,10.0,15.3,20.0
34,4.7,3,2,3,0,1,15.0,12.3,38.0
25,4.6,4,2,8,0,2,5.0,11.8,12.0
29,4.6,6,1,3,0,2,15.0,17.0,24.0
32,4.3,6,1,3,0,2,10.0,14.1,33.0
20,4.6,2,1,9,0,2,15.0,16.1,21.0
34,4.2,3,4,3,0,3,10.0,18.1,44.0
25,4.9,5,3,3,0,1,5.0,9.1,24.0
25,4.6,6,4,6,0,1,10.0,10.4,29.0
32,4.6,1,1,6,0,2,10.0,8.05,18.0
32,4.5,3,4,8,0,2,10.0,18.9,28.0
30,4.3,4,4,8,0,2,10.0,10.7,36.0
35,4.5,4,3,3,0,2,15.0,4.1,29.0
25,4.8,4,1,3,0,1,10.0,2.0,16.0
32,3.7,1,4,12,0,2,12.0,18.3,34.0
37,4.4,4,4,9,0,2,5.0,18.3,34.0
24,4.7,2,2,12,0,2,10.0,16.7,28.0
34,5.0,2,2,8,0,2,15.0,12.45,32.0
25,4.6,5,4,12,0,2,5.0,29.2,23.0
38,4.9,3,1,12,0,2,10.0,8.5,22.0
38,4.6,2,2,3,0,2,15.0,9.5,25.0
35,4.7,4,2,8,0,2,8.0,15.6,15.0
30,4.9,2,4,3,0,2,5.0,6.0,25.0
21,2.7,1,1,8,0,1,5.0,36.25,35.0
25,4.9,3,1,12,0,1,4.0,2.1,10.0
22,4.8,3,2,12,0,2,15.0,10.1,21.0
33,4.5,1,3,8,0,2,10.0,4.6,23.0
39,4.9,6,4,3,0,2,10.0,6.1,41.0
21,4.7,1,4,8,0,1,10.0,21.3,15.0
30,4.3,4,3,3,0,2,10.0,8.1,32.0
37,4.7,6,1,12,0,2,8.0,8.7,23.0
36,4.8,4,2,8,0,1,8.0,9.8,15.0
20,4.1,6,4,3,0,2,12.0,5.7,32.0
23,4.9,6,1,3,0,2,10.0,14.3,24.0
38,4.9,5,4,3,0,2,15.0,27.5,43.0
30,4.9,1,1,3,0,2,10.0,12.0,23.0
24,4.8,5,1,8,0,1,5.0,17.8,14.0
36,4.5,2,4,8,0,2,5.0,6.9,30.0
24,5.0,3,4,8,0,2,8.0,12.3,23.0
30,4.3,6,3,9,0,2,15.0,8.1,33.0
29,4.8,6,1,6,0,2,10.0,16.3,18.0
26,4.5,3,4,6,0,2,10.0,26.5,21.0
37,4.9,2,2,3,0,2,5.0,17.4,46.0
27,4.7,5,3,8,0,1,15.0,10.6,26.0
27,4.6,1,2,3,0,2,15.0,34.0,27.0
28,4.7,3,2,8,0,2,5.0,9.4,23.0
38,4.8,1,3,12,0,1,5.0,8.6,19.0
28,4.6,4,3,3,0,2,5.0,2.3,20.0
38,4.7,1,2,3,0,2,15.0,21.5,26.0
21,4.7,5,3,6,0,2,8.0,8.0,13.0
20,4.8,6,1,6,0,2,10.0,22.3,16.0
28,4.7,3,3,6,0,1,8.0,10.6,14.0
33,4.6,4,1,8,0,2,15.0,11.4,29.0
30,4.5,3,1,9,0,2,10.0,16.7,27.0
35,3.6,5,4,8,0,2,12.0,21.4,43.0
25,4.5,4,1,6,0,2,12.0,2.4,16.0
26,4.8,4,1,8,0,1,5.0,7.7,13.0
24,4.8,5,2,6,0,2,10.0,6.5,17.0
29,4.5,2,1,3,0,1,15.0,6.2,21.0
31,4.9,4,4,6,0,2,10.0,8.6,33.0
31,4.1,5,2,3,0,3,15.0,23.7,48.0
26,4.8,3,3,8,0,2,15.0,3.6,18.0
20,4.9,3,3,3,0,2,10.0,7.6,39.0
24,4.8,1,4,3,0,1,10.0,17.2,26.0
32,4.4,5,1,8,0,2,12.0,16.9,15.0
20,4.4,4,4,12,0,2,5.0,10.3,34.0
33,4.7,1,4,6,0,2,10.0,28.0,26.0
39,4.8,2,2,3,0,1,10.0,20.6,49.0
34,4.7,4,4,6,0,2,15.0,16.0,37.0
25,5.0,3,2,6,0,1,5.0,22.8,27.0
36,4.5,1,4,12,0,1,10.0,6.5,21.0
38,4.7,6,1,6,0,2,5.0,18.0,24.0
27,4.8,6,2,8,0,2,15.0,11.7,22.0
27,4.6,2,1,9,0,1,5.0,6.4,11.0
37,4.2,3,2,12,0,2,10.0,14.8,33.0
22,5.0,3,2,6,0,1,10.0,8.2,22.0
24,4.2,5,3,3,0,1,15.0,8.1,33.0
38,4.8,4,2,3,0,2,5.0,12.4,29.0
37,4.6,5,4,8,0,2,10.0,25.6,26.0
28,4.5,6,4,8,0,1,12.0,21.7,32.0
34,4.7,5,4,12,0,1,5.0,17.5,27.0
26,4.6,1,1,12,0,2,5.0,29.5,27.0
20,4.6,3,1,8,0,2,5.0,3.9,16.0
38,4.0,4,3,9,0,2,5.0,2.7,31.0
24,4.7,1,2,12,0,2,10.0,10.2,15.0
34,4.8,1,1,8,0,2,10.0,13.2,12.0
24,4.5,6,1,6,0,1,5.0,4.7,17.0
38,4.9,6,2,6,0,2,10.0,13.4,25.0
29,4.6,6,2,8,0,2,10.0,13.6,19.0
22,4.8,5,4,8,0,2,5.0,16.75,17.0
29,4.8,4,2,8,0,1,10.0,8.2,18.0
29,4.9,2,3,3,0,2,15.0,7.2,27.0
37,5.0,1,1,3,0,2,15.0,24.1,23.0
36,4.7,5,4,6,0,2,15.0,8.2,30.0
21,4.3,2,2,8,0,2,15.0,14.45,39.0
31,4.9,6,1,3,0,2,5.0,24.5,23.0
21,4.3,6,2,3,0,2,5.0,26.9,34.0
22,4.5,6,1,3,0,1,10.0,15.3,15.0
28,4.9,5,1,6,0,1,5.0,18.4,10.0
21,4.5,4,1,3,0,2,15.0,32.299,24.0
26,4.9,5,4,8,0,2,10.0,17.85,24.0
33,4.4,5,4,3,0,3,8.0,21.7,51.5
23,4.9,2,1,3,0,2,12.0,4.7,21.0
37,4.6,2,4,6,0,1,10.0,22.6,38.0
22,4.9,4,1,12,0,1,15.0,4.1,16.0
35,4.9,4,1,12,0,1,10.0,2.3,17.0
31,4.7,2,2,6,0,2,8.0,9.7,16.0
24,4.8,5,4,12,0,2,5.0,6.7,12.0
35,5.0,2,1,3,0,3,10.0,25.7,39.0
35,4.4,2,4,8,0,1,5.0,25.7,38.0
50,1.0,4,1,4,0,1,8.0,17.2,21.0
37,4.7,1,1,6,0,1,15.0,21.3,16.0
35,4.2,6,4,6,0,2,15.0,24.5,34.0
37,5.0,1,1,6,0,1,6.0,14.6,15.0
24,4.7,2,2,8,0,2,5.0,11.7,19.0
33,4.5,1,3,8,0,1,10.0,2.3,15.0
28,4.0,5,3,3,0,2,15.0,8.9,38.0
25,4.9,4,2,6,0,1,10.0,9.5,11.0
28,4.5,1,2,6,0,1,15.0,19.0,18.0
22,3.6,1,4,3,0,2,15.0,16.0,40.0
32,4.1,4,4,6,0,4,10.0,26.4,44.0
33,4.6,4,1,3,0,2,10.0,14.9,40.0
39,4.5,3,2,12,0,2,5.0,7.0,27.0
35,4.5,3,2,12,0,2,15.0,20.6,28.0
35,3.5,6,4,8,0,1,5.0,17.2,35.0
35,4.8,2,1,3,0,2,5.0,2.4,20.0
26,4.6,2,2,3,0,2,12.0,6.5,25.0
36,4.7,5,2,3,0,2,15.0,16.0,30.0
25,4.9,4,2,6,0,1,8.0,10.1,16.0
37,4.7,6,1,8,0,1,12.0,10.8,21.0
28,4.7,6,1,12,0,2,5.0,5.0,18.0
22,4.7,2,2,8,0,2,5.0,7.3,12.0
24,4.8,4,1,6,0,2,12.0,3.2,15.0
22,4.7,3,2,6,0,2,10.0,21.4,25.0
23,4.7,6,1,3,0,1,15.0,11.1,19.0
24,4.8,3,4,3,0,2,15.0,15.6,25.0
35,4.9,5,4,12,0,2,15.0,6.7,31.0
20,4.5,2,1,6,0,2,5.0,15.7,20.0
31,4.9,3,1,6,0,2,10.0,13.9,23.0
38,4.7,1,1,6,0,2,5.0,7.3,10.0
28,5.0,6,1,8,0,2,5.0,25.2,17.0
33,4.7,2,3,3,0,2,5.0,3.2,31.0
24,4.5,4,1,8,0,2,5.0,5.7,11.0
38,4.7,4,4,12,0,2,15.0,15.35,40.0
23,5.0,3,4,3,0,1,5.0,7.1,20.0
32,4.5,1,1,12,0,2,15.0,13.6,29.0
29,4.8,1,1,9,0,2,5.0,2.0,16.0
25,4.5,6,1,3,0,2,5.0,5.2,21.0
24,4.2,3,2,6,0,2,5.0,21.7,24.0
25,4.8,4,2,6,0,1,5.0,21.3,34.0
30,4.9,4,4,3,0,1,5.0,7.0,27.0
31,4.9,1,2,9,0,1,10.0,18.7,22.0
20,4.5,2,4,3,0,1,10.0,10.4,38.0
36,4.0,5,3,3,1,3,5.0,8.2,49.0
24,4.6,1,4,8,0,1,5.0,8.7,11.0
23,4.7,1,2,9,0,2,15.0,17.1,19.0
34,4.4,5,4,8,0,2,5.0,22.7,31.0
27,4.9,6,1,8,0,2,7.0,1.9,19.0
36,4.8,1,4,3,0,1,5.0,29.5,29.0
33,5.0,6,4,6,0,2,12.0,18.05,25.0
29,5.0,6,2,3,0,1,10.0,10.3,22.0
32,4.7,2,2,12,0,2,8.0,18.4,36.0
34,4.9,3,1,6,0,1,15.0,6.7,29.0
31,4.9,1,2,6,0,1,6.0,14.6,14.0
33,4.1,4,1,12,0,2,15.0,22.9,39.0
37,4.8,5,1,9,0,2,10.0,5.7,22.0
29,4.5,4,2,3,0,1,10.0,11.6,27.0
31,4.9,2,3,6,0,2,15.0,8.5,38.0
25,4.6,3,4,8,0,2,5.0,20.5,25.0
27,5.0,4,2,8,0,2,15.0,27.2,35.0
33,4.7,1,1,8,0,2,10.0,16.1,18.0
36,4.4,2,4,6,0,3,5.0,20.4,41.0
27,4.9,1,1,3,0,2,5.0,13.2,24.0
27,4.5,5,2,3,0,1,5.0,9.7,10.0
20,4.8,1,2,12,0,2,10.0,21.5,11.0
22,4.8,1,1,12,0,2,5.0,5.4,19.0
27,4.9,5,4,6,0,2,10.0,20.4,27.0
29,4.9,3,4,8,0,2,15.0,21.5,20.0
33,5.0,6,1,6,0,1,5.0,10.2,17.0
22,4.6,1,4,12,0,2,10.0,11.4,17.0
36,4.8,2,2,12,0,2,12.0,12.4,37.0
31,4.9,5,4,12,0,2,10.0,13.8,28.0
38,4.6,1,4,6,0,1,15.0,25.8,30.0
24,4.6,1,4,6,0,2,8.0,13.4,19.0
34,3.9,5,2,12,0,1,10.0,25.5,34.0
34,4.7,2,2,6,0,2,10.0,10.1,16.0
35,4.9,1,4,3,0,2,10.0,10.6,29.0
32,4.9,3,1,12,0,2,10.0,4.0,25.0
39,4.6,6,4,12,0,1,15.0,15.3,30.0
39,4.1,6,4,8,0,2,5.0,11.8,34.0
34,4.9,1,3,3,0,1,8.0,4.2,27.0
26,4.7,3,1,8,0,2,5.0,16.3,14.0
23,4.7,2,1,8,0,2,10.0,3.7,13.0
20,4.8,1,1,6,0,2,10.0,3.1,17.0
23,4.9,1,1,12,0,1,10.0,2.3,21.0
39,4.7,4,1,3,0,2,15.0,12.7,26.0
35,4.7,4,2,3,0,2,15.0,9.1,33.0
33,4.3,4,2,6,0,2,12.0,25.3,35.0
24,4.5,5,1,3,0,1,5.0,20.2,17.0
24,4.7,5,2,8,0,2,5.0,8.9,24.0
35,4.2,2,4,8,0,2,10.0,13.4,49.0
26,4.9,3,1,12,0,1,15.0,12.5,18.0
20,4.0,5,1,3,0,2,10.0,4.4,27.0
38,4.8,1,4,8,0,2,15.0,15.1,22.0
25,5.0,3,3,12,0,1,5.0,10.5,17.0
31,4.6,1,3,12,0,2,15.0,8.4,21.0
31,4.6,6,1,12,0,1,10.0,2.4,25.0
24,5.0,6,4,8,0,1,10.0,18.2,19.0
31,4.8,3,2,3,0,2,15.0,12.7,35.0
39,4.6,6,4,3,1,2,8.0,18.3,46.0
28,4.7,4,1,12,0,2,10.0,11.5,15.0
30,4.9,5,4,6,0,2,5.0,22.6,29.0
34,4.9,1,2,6,0,2,5.0,16.1,25.0
34,4.7,2,3,8,0,2,8.0,10.2,27.0
